"","ID","Item"
"12003",483,"Gradient Boosting"
"12004",483,"Logistic Regression"
"12005",483,"Support Vector Machines (SVMs)"
"12006",483,"Gradient Boosted Machines"
"12007",483,"Random Forests"
"12008",483,"SVMs"
"12009",483,"Cloudera"
"12010",483,"Hadoop/Hive/Pig"
"12011",483,"Jupyter notebooks"
"12012",483,"Python"
"12013",483,"Spark / MLlib"
"12014",483,"SQL"
"12015",483,"Stan"
"12016",483,"TensorFlow"
"12017",483,"Unix shell / awk"
"12018",483,"Cross-Validation"
"12019",483,"Decision Trees"
"12020",483,"Lift Analysis"
"12021",483,"Logistic Regression"
"12022",483,"Natural Language Processing"
"12023",483,"Prescriptive Modeling"
"12024",483,"Random Forests"
"12025",483,"Segmentation"
"12026",483,"SVMs"
"12027",483,"Text Analytics"
"12028",483,"Time Series Analysis"
"12029",484,"Data Analyst"
"12030",484,"Python"
"12031",484,"Conferences"
"12032",484,"Online courses"
"12033",484,"Personal Projects"
"12034",484,"Stack Overflow Q&A"
"12035",484,"Textbook"
"12036",484,"Unsupervised Learning"
"12037",484,"Decision Trees - Gradient Boosted Machines"
"12038",484,"Decision Trees - Random Forests"
"12039",484,"Ensemble Methods"
"12040",484,"Logistic Regression"
"12041",484,"Support Vector Machines (SVMs)"
"12042",484,"CNNs"
"12043",484,"Decision Trees"
"12044",484,"Ensemble Methods"
"12045",484,"Neural Networks"
"12046",484,"Random Forests"
"12047",484,"Regression/Logistic Regression"
"12048",484,"SVMs"
"12049",484,"Microsoft Azure Machine Learning"
"12050",484,"Microsoft R Server (Formerly Revolution Analytics)"
"12051",484,"Python"
"12052",484,"R"
"12053",484,"SQL"
"12054",484,"A/B Testing"
"12055",484,"Association Rules"
"12056",484,"CNNs"
"12057",484,"Cross-Validation"
"12058",484,"Data Visualization"
"12059",484,"Decision Trees"
"12060",484,"Ensemble Methods"
"12061",484,"kNN and Other Clustering"
"12062",484,"Logistic Regression"
"12063",484,"Neural Networks"
"12064",484,"PCA and Dimensionality Reduction"
"12065",484,"Random Forests"
"12066",484,"Segmentation"
"12067",484,"Time Series Analysis"
"12068",485,"Scientist/Researcher"
"12069",485,"Python"
"12070",485,"College/University"
"12071",485,"Kaggle"
"12072",485,"Online courses"
"12073",485,"Personal Projects"
"12074",485,"YouTube Videos"
"12075",485,"Supervised Machine Learning (Tabular Data)"
"12076",485,"Time Series"
"12077",485,"Unsupervised Learning"
"12078",485,"Decision Trees - Gradient Boosted Machines"
"12079",485,"Decision Trees - Random Forests"
"12080",485,"Ensemble Methods"
"12081",485,"Evolutionary Approaches"
"12082",485,"Logistic Regression"
"12083",485,"Bayesian Techniques"
"12084",485,"Decision Trees"
"12085",485,"Ensemble Methods"
"12086",485,"Evolutionary Approaches"
"12087",485,"Gradient Boosted Machines"
"12088",485,"Random Forests"
"12089",485,"Regression/Logistic Regression"
"12090",485,"Amazon Web services"
"12091",485,"C/C++"
"12092",485,"Jupyter notebooks"
"12093",485,"Perl"
"12094",485,"Python"
"12095",485,"R"
"12096",485,"SQL"
"12097",485,"Bayesian Techniques"
"12098",485,"Cross-Validation"
"12099",485,"Data Visualization"
"12100",485,"Decision Trees"
"12101",485,"Ensemble Methods"
"12102",485,"Gradient Boosted Machines"
"12103",485,"kNN and Other Clustering"
"12104",485,"Logistic Regression"
"12105",485,"PCA and Dimensionality Reduction"
"12106",485,"Random Forests"
"12107",487,"Scientist/Researcher"
"12108",487,"Python"
"12109",487,"Official documentation"
"12110",487,"Online courses"
"12111",487,"Outlier detection (e.g. Fraud detection)"
"12112",487,"Recommendation Engines"
"12113",487,"Supervised Machine Learning (Tabular Data)"
"12114",487,"Time Series"
"12115",487,"Unsupervised Learning"
"12116",487,"Decision Trees - Gradient Boosted Machines"
"12117",487,"Decision Trees - Random Forests"
"12118",487,"Logistic Regression"
"12119",487,"Markov Logic Networks"
"12120",488,"Data Scientist"
"12121",488,"Python"
"12122",488,"Kaggle"
"12123",488,"Personal Projects"
"12124",488,"YouTube Videos"
"12125",488,"Supervised Machine Learning (Tabular Data)"
"12126",488,"Unsupervised Learning"
"12127",488,"Bayesian Techniques"
"12128",488,"Logistic Regression"
"12129",488,"Bayesian Techniques"
"12130",488,"Regression/Logistic Regression"
"12131",488,"Amazon Machine Learning"
"12132",488,"Amazon Web services"
"12133",488,"Jupyter notebooks"
"12134",488,"NoSQL"
"12135",488,"Python"
"12136",488,"SQL"
"12137",488,"Data Visualization"
"12138",488,"kNN and Other Clustering"
"12139",488,"Segmentation"
"12140",489,"DBA/Database Engineer"
"12141",489,"Python"
"12142",489,"Company internal community"
"12143",489,"Online courses"
"12144",489,"Personal Projects"
"12145",489,"Stack Overflow Q&A"
"12146",489,"YouTube Videos"
"12147",489,"Supervised Machine Learning (Tabular Data)"
"12148",489,"Time Series"
"12149",489,"Unsupervised Learning"
"12150",489,"Logistic Regression"
"12151",489,"Other (please specify; separate by semi-colon)"
"12152",489,"Amazon Web services"
"12153",489,"Java"
"12154",489,"NoSQL"
"12155",489,"SQL"
"12156",489,"kNN and Other Clustering"
"12157",489,"Logistic Regression"
"12158",490,"Other"
"12159",490,"SQL"
"12160",490,"Kaggle"
"12161",490,"Personal Projects"
"12162",490,"Stack Overflow Q&A"
"12163",490,"YouTube Videos"
"12164",490,"Java"
"12165",490,"SAS Base"
"12166",490,"SQL"
"12167",490,"Data Visualization"
"12168",490,"Logistic Regression"
"12169",490,"Text Analytics"
"12170",490,"Time Series Analysis"
"12171",491,"Data Scientist"
"12172",491,"Python"
"12173",491,"Arxiv"
"12174",491,"Blogs"
"12175",491,"Kaggle"
"12176",491,"Official documentation"
"12177",491,"Online courses"
"12178",491,"Personal Projects"
"12179",491,"Textbook"
"12180",491,"Computer Vision"
"12181",491,"Outlier detection (e.g. Fraud detection)"
"12182",491,"Supervised Machine Learning (Tabular Data)"
"12183",491,"Time Series"
"12184",491,"Unsupervised Learning"
"12185",491,"Bayesian Techniques"
"12186",491,"Decision Trees - Gradient Boosted Machines"
"12187",491,"Decision Trees - Random Forests"
"12188",491,"Ensemble Methods"
"12189",491,"Gradient Boosting"
"12190",491,"Logistic Regression"
"12191",491,"Neural Networks - CNNs"
"12192",491,"Neural Networks - RNNs"
"12193",491,"Support Vector Machines (SVMs)"
"12194",491,"Bayesian Techniques"
"12195",491,"CNNs"
"12196",491,"Ensemble Methods"
"12197",491,"Gradient Boosted Machines"
"12198",491,"Neural Networks"
"12199",491,"Random Forests"
"12200",491,"RNNs"
"12201",491,"SVMs"
"12202",491,"Amazon Web services"
"12203",491,"Jupyter notebooks"
"12204",491,"Python"
"12205",491,"R"
"12206",491,"SQL"
"12207",491,"TensorFlow"
"12208",491,"Bayesian Techniques"
"12209",491,"CNNs"
"12210",491,"Cross-Validation"
"12211",491,"Data Visualization"
"12212",491,"Decision Trees"
"12213",491,"Ensemble Methods"
"12214",491,"Gradient Boosted Machines"
"12215",491,"kNN and Other Clustering"
"12216",491,"Logistic Regression"
"12217",491,"Naive Bayes"
"12218",491,"Neural Networks"
"12219",491,"PCA and Dimensionality Reduction"
"12220",491,"Random Forests"
"12221",491,"RNNs"
"12222",491,"Segmentation"
"12223",491,"SVMs"
"12224",491,"Text Analytics"
"12225",491,"Time Series Analysis"
"12226",492,"Engineer"
"12227",492,"Python"
"12228",492,"Arxiv"
"12229",492,"Blogs"
"12230",492,"Official documentation"
"12231",492,"Online courses"
"12232",492,"Personal Projects"
"12233",492,"Stack Overflow Q&A"
"12234",492,"Textbook"
"12235",492,"Trade book"
"12236",492,"edX"
"12237",492,"Udacity"
"12238",492,"Supervised Machine Learning (Tabular Data)"
"12239",492,"Unsupervised Learning"
"12240",492,"Decision Trees - Gradient Boosted Machines"
"12241",492,"Decision Trees - Random Forests"
"12242",492,"Ensemble Methods"
"12243",492,"Gradient Boosting"
"12244",492,"Logistic Regression"
"12245",492,"Neural Networks - CNNs"
"12246",492,"Support Vector Machines (SVMs)"
"12247",493,"Data Scientist"
"12248",493,"SQL"
"12249",493,"Arxiv"
"12250",493,"Blogs"
"12251",493,"Conferences"
"12252",493,"Friends network"
"12253",493,"Online courses"
"12254",493,"Podcasts"
"12255",493,"Stack Overflow Q&A"
"12256",493,"Textbook"
"12257",493,"Tutoring/mentoring"
"12258",493,"YouTube Videos"
"12259",493,"Coursera"
"12260",493,"DataCamp"
"12261",493,"Time Series"
"12262",493,"Bayesian Techniques"
"12263",493,"Hidden Markov Models HMMs"
"12264",493,"Markov Logic Networks"
"12265",493,"Neural Networks - GANs"
"12266",494,"Data Analyst"
"12267",494,"SQL"
"12268",494,"Official documentation"
"12269",494,"Online courses"
"12270",494,"Stack Overflow Q&A"
"12271",494,"Natural Language Processing"
"12272",494,"Supervised Machine Learning (Tabular Data)"
"12273",494,"Time Series"
"12274",494,"Decision Trees - Gradient Boosted Machines"
"12275",494,"Decision Trees - Random Forests"
"12276",494,"Logistic Regression"
"12277",494,"Bayesian Techniques"
"12278",494,"Decision Trees"
"12279",494,"Regression/Logistic Regression"
"12280",494,"IBM SPSS Statistics"
"12281",494,"R"
"12282",494,"Tableau"
"12283",494,"Bayesian Techniques"
"12284",494,"Data Visualization"
"12285",494,"Logistic Regression"
"12286",494,"Natural Language Processing"
"12287",494,"Text Analytics"
"12288",495,"Engineer"
"12289",495,"SQL"
"12290",495,"Blogs"
"12291",495,"Online courses"
"12292",495,"Personal Projects"
"12293",495,"Stack Overflow Q&A"
"12294",495,"Outlier detection (e.g. Fraud detection)"
"12295",495,"Supervised Machine Learning (Tabular Data)"
"12296",495,"Time Series"
"12297",495,"Decision Trees - Gradient Boosted Machines"
"12298",495,"Decision Trees - Random Forests"
"12299",495,"Gradient Boosting"
"12300",495,"Logistic Regression"
"12301",495,"Amazon Web services"
"12302",495,"Cloudera"
"12303",495,"Hadoop/Hive/Pig"
"12304",495,"Impala"
"12305",495,"Jupyter notebooks"
"12306",495,"Python"
"12307",495,"QlikView"
"12308",495,"Spark / MLlib"
"12309",495,"SQL"
"12310",495,"TIBCO Spotfire"
"12311",495,"Unix shell / awk"
"12312",495,"Cross-Validation"
"12313",495,"Data Visualization"
"12314",495,"Decision Trees"
"12315",495,"kNN and Other Clustering"
"12316",495,"Logistic Regression"
"12317",495,"PCA and Dimensionality Reduction"
"12318",495,"Random Forests"
"12319",495,"Simulation"
"12320",495,"Time Series Analysis"
"12321",496,"Engineer"
"12322",496,"SQL"
"12323",496,"Blogs"
"12324",496,"Online courses"
"12325",496,"Stack Overflow Q&A"
"12326",496,"Textbook"
"12327",496,"YouTube Videos"
"12328",496,"Outlier detection (e.g. Fraud detection)"
"12329",496,"Reinforcement learning"
"12330",496,"Supervised Machine Learning (Tabular Data)"
"12331",496,"Time Series"
"12332",496,"Unsupervised Learning"
"12333",496,"Bayesian Techniques"
"12334",496,"Decision Trees - Gradient Boosted Machines"
"12335",496,"Decision Trees - Random Forests"
"12336",496,"Ensemble Methods"
"12337",496,"Gradient Boosting"
"12338",496,"Logistic Regression"
"12339",496,"Neural Networks - CNNs"
"12340",496,"Neural Networks - GANs"
"12341",496,"Neural Networks - RNNs"
"12342",496,"Support Vector Machines (SVMs)"
"12343",496,"Random Forests"
"12344",496,"Regression/Logistic Regression"
"12345",496,"Amazon Web services"
"12346",496,"Angoss"
"12347",496,"Cloudera"
"12348",496,"Impala"
"12349",496,"Jupyter notebooks"
"12350",496,"Python"
"12351",496,"R"
"12352",496,"SAS Base"
"12353",496,"SQL"
"12354",496,"Tableau"
"12355",496,"A/B Testing"
"12356",496,"Cross-Validation"
"12357",496,"Data Visualization"
"12358",496,"Decision Trees"
"12359",496,"kNN and Other Clustering"
"12360",496,"Lift Analysis"
"12361",496,"Logistic Regression"
"12362",496,"PCA and Dimensionality Reduction"
"12363",496,"Prescriptive Modeling"
"12364",496,"Random Forests"
"12365",496,"Segmentation"
"12366",496,"Time Series Analysis"
"12367",497,"Software Developer/Software Engineer"
"12368",497,"Python"
"12369",497,"Blogs"
"12370",497,"Online courses"
"12371",497,"Personal Projects"
"12372",497,"Time Series"
"12373",497,"Amazon Web services"
"12374",497,"NoSQL"
"12375",497,"Python"
"12376",497,"Natural Language Processing"
"12377",497,"Time Series Analysis"
"12378",498,"Data Scientist"
"12379",498,"Python"
"12380",498,"Blogs"
"12381",498,"Company internal community"
"12382",498,"Conferences"
"12383",498,"Kaggle"
"12384",498,"Online courses"
"12385",498,"Personal Projects"
"12386",498,"Stack Overflow Q&A"
"12387",498,"Trade book"
"12388",498,"Tutoring/mentoring"
"12389",498,"YouTube Videos"
"12390",498,"Outlier detection (e.g. Fraud detection)"
"12391",498,"Recommendation Engines"
"12392",498,"Supervised Machine Learning (Tabular Data)"
"12393",498,"Survival Analysis"
"12394",498,"Time Series"
"12395",498,"Bayesian Techniques"
"12396",498,"Decision Trees - Gradient Boosted Machines"
"12397",498,"Decision Trees - Random Forests"
"12398",498,"Ensemble Methods"
"12399",498,"Gradient Boosting"
"12400",498,"Logistic Regression"
"12401",498,"Neural Networks - CNNs"
"12402",498,"Support Vector Machines (SVMs)"
"12403",498,"Bayesian Techniques"
"12404",498,"Decision Trees"
"12405",498,"Ensemble Methods"
"12406",498,"Gradient Boosted Machines"
"12407",498,"Neural Networks"
"12408",498,"Random Forests"
"12409",498,"Regression/Logistic Regression"
"12410",498,"SVMs"
"12411",498,"Angoss"
"12412",498,"Cloudera"
"12413",498,"Hadoop/Hive/Pig"
"12414",498,"Impala"
"12415",498,"Java"
"12416",498,"Julia"
"12417",498,"Jupyter notebooks"
"12418",498,"KNIME (commercial version)"
"12419",498,"Microsoft R Server (Formerly Revolution Analytics)"
"12420",498,"Python"
"12421",498,"R"
"12422",498,"RapidMiner (free version)"
"12423",498,"Salfrod Systems CART/MARS/TreeNet/RF/SPM"
"12424",498,"SAS Base"
"12425",498,"SAS Enterprise Miner"
"12426",498,"Spark / MLlib"
"12427",498,"SQL"
"12428",498,"Tableau"
"12429",498,"TensorFlow"
"12430",498,"Unix shell / awk"
"12431",498,"A/B Testing"
"12432",498,"Association Rules"
"12433",498,"Bayesian Techniques"
"12434",498,"Collaborative Filtering"
"12435",498,"Cross-Validation"
"12436",498,"Decision Trees"
"12437",498,"Ensemble Methods"
"12438",498,"Gradient Boosted Machines"
"12439",498,"kNN and Other Clustering"
"12440",498,"Lift Analysis"
"12441",498,"Logistic Regression"
"12442",498,"Markov Logic Networks"
"12443",498,"Natural Language Processing"
"12444",498,"Neural Networks"
"12445",498,"PCA and Dimensionality Reduction"
"12446",498,"Prescriptive Modeling"
"12447",498,"Random Forests"
"12448",498,"Segmentation"
"12449",498,"Simulation"
"12450",498,"SVMs"
"12451",498,"Text Analytics"
"12452",498,"Time Series Analysis"
"12453",499,"Data Analyst"
"12454",499,"Python"
"12455",499,"College/University"
"12456",499,"Conferences"
"12457",499,"Online courses"
"12458",499,"Personal Projects"
"12459",499,"Stack Overflow Q&A"
"12460",499,"Textbook"
"12461",499,"YouTube Videos"
"12462",499,"Supervised Machine Learning (Tabular Data)"
"12463",499,"Time Series"
"12464",499,"Unsupervised Learning"
"12465",499,"Decision Trees - Gradient Boosted Machines"
"12466",499,"Decision Trees - Random Forests"
"12467",499,"Gradient Boosting"
"12468",499,"Logistic Regression"
"12469",499,"Decision Trees"
"12470",499,"Random Forests"
"12471",499,"Regression/Logistic Regression"
"12472",499,"MATLAB/Octave"
"12473",499,"Cross-Validation"
"12474",499,"Data Visualization"
"12475",499,"kNN and Other Clustering"
"12476",499,"PCA and Dimensionality Reduction"
"12477",499,"Random Forests"
"12478",499,"Time Series Analysis"
"12479",500,"Data Scientist"
"12480",500,"Python"
"12481",500,"Blogs"
"12482",500,"Kaggle"
"12483",500,"Personal Projects"
"12484",500,"Stack Overflow Q&A"
"12485",500,"Textbook"
"12486",500,"Natural Language Processing"
"12487",500,"Supervised Machine Learning (Tabular Data)"
"12488",500,"Bayesian Techniques"
"12489",500,"Decision Trees - Random Forests"
"12490",500,"Logistic Regression"
"12491",500,"Support Vector Machines (SVMs)"
"12492",500,"Regression/Logistic Regression"
"12493",500,"SVMs"
"12494",500,"Amazon Web services"
"12495",500,"Jupyter notebooks"
"12496",500,"NoSQL"
"12497",500,"Python"
"12498",500,"TensorFlow"
"12499",500,"A/B Testing"
"12500",500,"Bayesian Techniques"
"12501",500,"Cross-Validation"
"12502",500,"Data Visualization"
"12503",500,"Logistic Regression"
"12504",500,"Naive Bayes"
"12505",500,"Natural Language Processing"
"12506",500,"Random Forests"
"12507",500,"SVMs"
"12508",500,"Text Analytics"
"12509",501,"Other"
"12510",501,"Python"
"12511",501,"Blogs"
"12512",501,"Friends network"
"12513",501,"Kaggle"
"12514",501,"Newsletters"
"12515",501,"Official documentation"
"12516",501,"Online courses"
"12517",501,"Personal Projects"
"12518",501,"Podcasts"
"12519",501,"Stack Overflow Q&A"
"12520",501,"Trade book"
"12521",501,"YouTube Videos"
"12522",501,"edX"
"12523",501,"Supervised Machine Learning (Tabular Data)"
"12524",501,"Decision Trees - Gradient Boosted Machines"
"12525",501,"Decision Trees - Random Forests"
"12526",501,"Logistic Regression"
"12527",501,"Support Vector Machines (SVMs)"
"12528",502,"Julia"
"12529",502,"Blogs"
"12530",502,"Kaggle"
"12531",502,"Online courses"
"12532",502,"Podcasts"
"12533",502,"Textbook"
"12534",502,"Coursera"
"12535",502,"DataCamp"
"12536",502,"edX"
"12537",502,"Time Series"
"12538",502,"Bayesian Techniques"
"12539",502,"Decision Trees - Random Forests"
"12540",502,"Ensemble Methods"
"12541",502,"Logistic Regression"
"12542",503,"Data Scientist"
"12543",503,"R"
"12544",503,"Blogs"
"12545",503,"Kaggle"
"12546",503,"Personal Projects"
"12547",503,"Stack Overflow Q&A"
"12548",503,"Supervised Machine Learning (Tabular Data)"
"12549",503,"Unsupervised Learning"
"12550",503,"Decision Trees - Gradient Boosted Machines"
"12551",503,"Decision Trees - Random Forests"
"12552",503,"Logistic Regression"
"12553",503,"Bayesian Techniques"
"12554",503,"Microsoft Excel Data Mining"
"12555",503,"Microsoft R Server (Formerly Revolution Analytics)"
"12556",503,"R"
"12557",503,"SQL"
"12558",503,"Tableau"
"12559",503,"Data Visualization"
"12560",503,"Logistic Regression"
"12561",503,"Naive Bayes"
"12562",503,"PCA and Dimensionality Reduction"
"12563",503,"Other"
"12564",504,"Business Analyst"
"12565",504,"R"
"12566",504,"YouTube Videos"
"12567",504,"Survival Analysis"
"12568",504,"Bayesian Techniques"
"12569",504,"Bayesian Techniques"
"12570",504,"Microsoft Excel Data Mining"
"12571",504,"Microsoft R Server (Formerly Revolution Analytics)"
"12572",504,"Microsoft SQL Server Data Mining"
"12573",504,"QlikView"
"12574",504,"R"
"12575",504,"SQL"
"12576",504,"Data Visualization"
"12577",504,"kNN and Other Clustering"
"12578",504,"Naive Bayes"
"12579",504,"Segmentation"
"12580",505,"Data Scientist"
"12581",505,"Python"
"12582",505,"Blogs"
"12583",505,"Company internal community"
"12584",505,"Conferences"
"12585",505,"Online courses"
"12586",505,"Natural Language Processing"
"12587",505,"Outlier detection (e.g. Fraud detection)"
"12588",505,"Supervised Machine Learning (Tabular Data)"
"12589",505,"Time Series"
"12590",505,"Other (please specify; separate by semi-colon)"
"12591",505,"Bayesian Techniques"
"12592",505,"Decision Trees - Gradient Boosted Machines"
"12593",505,"Decision Trees - Random Forests"
"12594",505,"Ensemble Methods"
"12595",505,"Gradient Boosting"
"12596",505,"Logistic Regression"
"12597",505,"Markov Logic Networks"
"12598",505,"Support Vector Machines (SVMs)"
"12599",505,"Bayesian Techniques"
"12600",505,"Regression/Logistic Regression"
"12601",505,"Hadoop/Hive/Pig"
"12602",505,"Java"
"12603",505,"Python"
"12604",505,"Spark / MLlib"
"12605",505,"SQL"
"12606",505,"Unix shell / awk"
"12607",505,"A/B Testing"
"12608",505,"Bayesian Techniques"
"12609",505,"Cross-Validation"
"12610",505,"Data Visualization"
"12611",505,"Ensemble Methods"
"12612",505,"Logistic Regression"
"12613",505,"Naive Bayes"
"12614",505,"Natural Language Processing"
"12615",505,"Prescriptive Modeling"
"12616",505,"Text Analytics"
"12617",505,"Time Series Analysis"
"12618",506,"Machine Learning Engineer"
"12619",506,"Python"
"12620",506,"Blogs"
"12621",506,"Company internal community"
"12622",506,"Conferences"
"12623",506,"Kaggle"
"12624",506,"Non-Kaggle online communities"
"12625",506,"Personal Projects"
"12626",506,"Podcasts"
"12627",506,"Stack Overflow Q&A"
"12628",506,"Textbook"
"12629",506,"Computer Vision"
"12630",506,"Natural Language Processing"
"12631",506,"Outlier detection (e.g. Fraud detection)"
"12632",506,"Supervised Machine Learning (Tabular Data)"
"12633",506,"Time Series"
"12634",506,"Unsupervised Learning"
"12635",506,"Bayesian Techniques"
"12636",506,"Decision Trees - Random Forests"
"12637",506,"Ensemble Methods"
"12638",506,"Evolutionary Approaches"
"12639",506,"Logistic Regression"
"12640",506,"Neural Networks - CNNs"
"12641",506,"Neural Networks - RNNs"
"12642",506,"Support Vector Machines (SVMs)"
"12643",506,"Bayesian Techniques"
"12644",506,"CNNs"
"12645",506,"Decision Trees"
"12646",506,"Ensemble Methods"
"12647",506,"Evolutionary Approaches"
"12648",506,"HMMs"
"12649",506,"Neural Networks"
"12650",506,"Random Forests"
"12651",506,"Regression/Logistic Regression"
"12652",506,"SVMs"
"12653",506,"C/C++"
"12654",506,"MATLAB/Octave"
"12655",506,"Python"
"12656",506,"TensorFlow"
"12657",506,"Other"
"12658",506,"Bayesian Techniques"
"12659",506,"CNNs"
"12660",506,"Cross-Validation"
"12661",506,"Decision Trees"
"12662",506,"Ensemble Methods"
"12663",506,"Evolutionary Approaches"
"12664",506,"HMMs"
"12665",506,"kNN and Other Clustering"
"12666",506,"Logistic Regression"
"12667",506,"Naive Bayes"
"12668",506,"Neural Networks"
"12669",506,"PCA and Dimensionality Reduction"
"12670",506,"Random Forests"
"12671",506,"Segmentation"
"12672",506,"Simulation"
"12673",506,"SVMs"
"12674",506,"Time Series Analysis"
"12675",507,"Statistician"
"12676",507,"Stata"
"12677",507,"College/University"
"12678",507,"Conferences"
"12679",507,"Online courses"
"12680",507,"Personal Projects"
"12681",507,"Textbook"
"12682",507,"Trade book"
"12683",507,"Coursera"
"12684",507,"Outlier detection (e.g. Fraud detection)"
"12685",507,"Time Series"
"12686",507,"Logistic Regression"
"12687",508,"Data Scientist"
"12688",508,"Python"
"12689",508,"Arxiv"
"12690",508,"Blogs"
"12691",508,"Conferences"
"12692",508,"Non-Kaggle online communities"
"12693",508,"Official documentation"
"12694",508,"Online courses"
"12695",508,"Personal Projects"
"12696",508,"Stack Overflow Q&A"
"12697",508,"Textbook"
"12698",508,"Trade book"
"12699",508,"YouTube Videos"
"12700",508,"Natural Language Processing"
"12701",508,"Outlier detection (e.g. Fraud detection)"
"12702",508,"Recommendation Engines"
"12703",508,"Supervised Machine Learning (Tabular Data)"
"12704",508,"Survival Analysis"
"12705",508,"Time Series"
"12706",508,"Unsupervised Learning"
"12707",508,"Bayesian Techniques"
"12708",508,"Decision Trees - Gradient Boosted Machines"
"12709",508,"Decision Trees - Random Forests"
"12710",508,"Ensemble Methods"
"12711",508,"Evolutionary Approaches"
"12712",508,"Gradient Boosting"
"12713",508,"Hidden Markov Models HMMs"
"12714",508,"Logistic Regression"
"12715",508,"Markov Logic Networks"
"12716",508,"Neural Networks - CNNs"
"12717",508,"Support Vector Machines (SVMs)"
"12718",508,"Bayesian Techniques"
"12719",508,"Regression/Logistic Regression"
"12720",508,"SVMs"
"12721",508,"Amazon Web services"
"12722",508,"Google Cloud Compute"
"12723",508,"Hadoop/Hive/Pig"
"12724",508,"Jupyter notebooks"
"12725",508,"Microsoft R Server (Formerly Revolution Analytics)"
"12726",508,"NoSQL"
"12727",508,"Python"
"12728",508,"R"
"12729",508,"Spark / MLlib"
"12730",508,"SQL"
"12731",508,"Unix shell / awk"
"12732",508,"A/B Testing"
"12733",508,"Association Rules"
"12734",508,"Bayesian Techniques"
"12735",508,"Collaborative Filtering"
"12736",508,"Cross-Validation"
"12737",508,"Data Visualization"
"12738",508,"HMMs"
"12739",508,"kNN and Other Clustering"
"12740",508,"Lift Analysis"
"12741",508,"Logistic Regression"
"12742",508,"Naive Bayes"
"12743",508,"Natural Language Processing"
"12744",508,"PCA and Dimensionality Reduction"
"12745",508,"Recommender Systems"
"12746",508,"Segmentation"
"12747",508,"SVMs"
"12748",508,"Text Analytics"
"12749",508,"Time Series Analysis"
"12750",508,"Other"
"12751",509,"Scientist/Researcher"
"12752",509,"Python"
"12753",509,"Arxiv"
"12754",509,"Blogs"
"12755",509,"College/University"
"12756",509,"Official documentation"
"12757",509,"Online courses"
"12758",509,"Textbook"
"12759",509,"YouTube Videos"
"12760",509,"Outlier detection (e.g. Fraud detection)"
"12761",509,"Supervised Machine Learning (Tabular Data)"
"12762",509,"Unsupervised Learning"
"12763",509,"Decision Trees - Gradient Boosted Machines"
"12764",509,"Decision Trees - Random Forests"
"12765",509,"Ensemble Methods"
"12766",509,"Hidden Markov Models HMMs"
"12767",509,"Logistic Regression"
"12768",509,"Support Vector Machines (SVMs)"
"12769",509,"HMMs"
"12770",509,"Regression/Logistic Regression"
"12771",509,"SVMs"
"12772",509,"Java"
"12773",509,"Jupyter notebooks"
"12774",509,"Perl"
"12775",509,"Python"
"12776",509,"R"
"12777",509,"Unix shell / awk"
"12778",509,"Cross-Validation"
"12779",509,"Data Visualization"
"12780",509,"kNN and Other Clustering"
"12781",509,"Logistic Regression"
"12782",509,"PCA and Dimensionality Reduction"
"12783",509,"SVMs"
"12784",510,"Scientist/Researcher"
"12785",510,"Python"
"12786",510,"Arxiv"
"12787",510,"Conferences"
"12788",510,"Friends network"
"12789",510,"Official documentation"
"12790",510,"Online courses"
"12791",510,"Personal Projects"
"12792",510,"Podcasts"
"12793",510,"Stack Overflow Q&A"
"12794",510,"Textbook"
"12795",510,"Supervised Machine Learning (Tabular Data)"
"12796",510,"Time Series"
"12797",510,"Unsupervised Learning"
"12798",510,"Bayesian Techniques"
"12799",510,"Decision Trees - Gradient Boosted Machines"
"12800",510,"Decision Trees - Random Forests"
"12801",510,"Ensemble Methods"
"12802",510,"Hidden Markov Models HMMs"
"12803",510,"Logistic Regression"
"12804",510,"Support Vector Machines (SVMs)"
"12805",510,"Decision Trees"
"12806",510,"Ensemble Methods"
"12807",510,"Gradient Boosted Machines"
"12808",510,"Neural Networks"
"12809",510,"Random Forests"
"12810",510,"Regression/Logistic Regression"
"12811",510,"Jupyter notebooks"
"12812",510,"Mathematica"
"12813",510,"Python"
"12814",510,"TensorFlow"
"12815",510,"Cross-Validation"
"12816",510,"Data Visualization"
"12817",510,"PCA and Dimensionality Reduction"
"12818",510,"Time Series Analysis"
"12819",512,"Data Scientist"
"12820",512,"Python"
"12821",512,"Blogs"
"12822",512,"College/University"
"12823",512,"Company internal community"
"12824",512,"Conferences"
"12825",512,"Friends network"
"12826",512,"Personal Projects"
"12827",512,"YouTube Videos"
"12828",512,"Recommendation Engines"
"12829",512,"Supervised Machine Learning (Tabular Data)"
"12830",512,"Time Series"
"12831",512,"Decision Trees - Random Forests"
"12832",512,"Ensemble Methods"
"12833",512,"Logistic Regression"
"12834",512,"Bayesian Techniques"
"12835",512,"Decision Trees"
"12836",512,"Ensemble Methods"
"12837",512,"Random Forests"
"12838",512,"Regression/Logistic Regression"
"12839",512,"Amazon Machine Learning"
"12840",512,"Amazon Web services"
"12841",512,"Flume"
"12842",512,"Hadoop/Hive/Pig"
"12843",512,"Jupyter notebooks"
"12844",512,"NoSQL"
"12845",512,"Python"
"12846",512,"R"
"12847",512,"Spark / MLlib"
"12848",512,"SQL"
"12849",512,"Tableau"
"12850",512,"Unix shell / awk"
"12851",512,"A/B Testing"
